sisben_area,sisben_score,spadies_any,cutoff
Other urban area,-48.18999862670898,1,-56.32
Other urban area,-73.01999664306641,1,-56.32
Other urban area,-63.04999923706055,1,-56.32
Other urban area,-24.54999923706055,1,-56.32
Other urban area,-66.19000244140625,1,-56.32
Other urban area,-71.30000305175781,1,-56.32
Main metro area,-61.13000106811523,1,-57.21
Other urban area,-54.04999923706055,0,-56.32
Other urban area,-62.13999938964844,1,-56.32
Other urban area,-89.80999755859375,1,-56.32
Main metro area,-38.72999954223633,0,-57.21
Main metro area,-38.22000122070313,1,-57.21
Main metro area,-69.66000366210938,0,-57.21
Other urban area,-73.69000244140625,1,-56.32
Other urban area,-69,1,-56.32
Other urban area,-81.80999755859375,0,-56.32
Main metro area,-64.91000366210938,1,-57.21
Other urban area,-73.70999908447266,0,-56.32
Other urban area,-57.40000152587891,1,-56.32
Other urban area,-17.36000061035156,0,-56.32
Other urban area,-68.25,1,-56.32
Other urban area,-26.21,0,-56.32
Rural area,-34.63999938964844,1,-40.75
Other urban area,-16.97999954223633,1,-56.32
Main metro area,-64.05999755859375,1,-57.21
Other urban area,-19.47999954223633,1,-56.32
Main metro area,-27.63,0,-57.21
Other urban area,-28.67000007629395,1,-56.32
Other urban area,-58.90999984741211,0,-56.32
Rural area,-15.77999973297119,1,-40.75
Other urban area,-31.85000038146973,1,-56.32
Other urban area,-20.13999938964844,1,-56.32
Other urban area,-40.95999908447266,1,-56.32
Other urban area,-60,1,-56.32
Main metro area,-64.47000122070313,0,-57.21
Other urban area,-49.43000030517578,1,-56.32
Other urban area,-62.68999862670898,1,-56.32
Other urban area,-32.25,0,-56.32
Main metro area,-22.59000015258789,0,-57.21
Other urban area,-45.11999893188477,1,-56.32
Other urban area,-57.93000030517578,0,-56.32
Other urban area,-41,1,-56.32
Rural area,-10.78999996185303,1,-40.75
Main metro area,-61.02999877929688,1,-57.21
Main metro area,-57.63000106811523,1,-57.21
Main metro area,-54.56999969482422,1,-57.21
Other urban area,-30.44000053405762,1,-56.32
Other urban area,-11.77999973297119,1,-56.32
Rural area,-52.52999877929688,1,-40.75
Other urban area,-67.15000152587891,1,-56.32
Other urban area,-53.59999847412109,1,-56.32
Other urban area,-21.95000076293945,0,-56.32
Rural area,-19.67000007629395,1,-40.75
Rural area,-7.78000020980835,1,-40.75
Rural area,-31.44000053405762,1,-40.75
Rural area,-29.20000076293945,1,-40.75
Other urban area,-77.34999847412109,0,-56.32
Other urban area,-54.36000061035156,1,-56.32
Rural area,-10.68000030517578,1,-40.75
Rural area,-29.1200008392334,0,-40.75
Other urban area,-32.2400016784668,1,-56.32
Other urban area,-30.11000061035156,0,-56.32
Other urban area,-64.18000030517578,0,-56.32
Other urban area,-31.5,1,-56.32
Main metro area,-57.59999847412109,1,-57.21
Other urban area,-32.4900016784668,1,-56.32
Other urban area,-57.79000091552734,1,-56.32
Other urban area,-60.90999984741211,1,-56.32
Other urban area,-62.41999816894531,1,-56.32
Other urban area,-53.93000030517578,0,-56.32
Other urban area,-34.16999816894531,1,-56.32
Other urban area,-29.1299991607666,0,-56.32
Other urban area,-37,1,-56.32
Other urban area,-56.91999816894531,0,-56.32
Other urban area,-28.03000068664551,1,-56.32
Other urban area,-46.65999984741211,0,-56.32
Main metro area,-16.85000038146973,1,-57.21
Main metro area,-64.87000274658203,0,-57.21
Other urban area,-19.94000053405762,0,-56.32
Other urban area,-51.54999923706055,1,-56.32
Other urban area,-32.13000106811523,1,-56.32
Main metro area,-62.02000045776367,0,-57.21
Main metro area,-31.19000053405762,1,-57.21
Main metro area,-65.13999938964844,1,-57.21
Main metro area,-45.43999862670898,1,-57.21
Main metro area,-29.47,1,-57.21
Other urban area,-77.83999633789063,1,-56.32
Main metro area,-34.90999984741211,1,-57.21
Other urban area,-46.84999847412109,1,-56.32
Other urban area,-18.97999954223633,0,-56.32
Other urban area,-17.64999961853027,1,-56.32
Other urban area,-42.18000030517578,1,-56.32
Other urban area,-18.11000061035156,0,-56.32
Main metro area,-7.409999847412109,1,-57.21
Rural area,-26.53000068664551,1,-40.75
Rural area,-21.04999923706055,0,-40.75
Other urban area,-17.26000022888184,0,-56.32
Rural area,-8.289999961853027,1,-40.75
Main metro area,-44.72,0,-57.21
Other urban area,-57.7599983215332,1,-56.32
Other urban area,-33.31000137329102,0,-56.32
Other urban area,-70.37999725341797,1,-56.32
Other urban area,-28.06999969482422,1,-56.32
Main metro area,-57,1,-57.21
Other urban area,-15.52999973297119,1,-56.32
Other urban area,-43.06000137329102,1,-56.32
Other urban area,-27,1,-56.32
Rural area,-10.19999980926514,1,-40.75
Other urban area,-62.38999938964844,1,-56.32
Other urban area,-26.54999923706055,1,-56.32
Other urban area,-37.06000137329102,1,-56.32
Main metro area,-66.65000152587891,1,-57.21
Other urban area,-68.55000305175781,1,-56.32
Other urban area,-53.2400016784668,0,-56.32
Main metro area,-31.5,0,-57.21
Other urban area,-15.55000019073486,0,-56.32
Other urban area,-65.80000305175781,0,-56.32
Other urban area,-53.18000030517578,1,-56.32
Other urban area,-72.76000213623047,1,-56.32
Other urban area,-72.87999725341797,1,-56.32
Main metro area,-37.06000137329102,0,-57.21
Other urban area,-83.68000030517578,1,-56.32
Other urban area,-58.29999923706055,1,-56.32
Rural area,-41.56999969482422,1,-40.75
Main metro area,-26.13999938964844,1,-57.21
Other urban area,-70.19999694824219,1,-56.32
Other urban area,-72.31999969482422,1,-56.32
Other urban area,-56.36000061035156,1,-56.32
Other urban area,-67.47000122070313,1,-56.32
Main metro area,-58.08000183105469,1,-57.21
Main metro area,-63.40999984741211,0,-57.21
Main metro area,-67.55000305175781,0,-57.21
Main metro area,-23.79999923706055,1,-57.21
Other urban area,-61.38000106811523,1,-56.32
Main metro area,-41.54999923706055,1,-57.21
Other urban area,-58.77000045776367,1,-56.32
Main metro area,-70.01000213623047,1,-57.21
Other urban area,-65.55000305175781,0,-56.32
Other urban area,-75.06999969482422,1,-56.32
Main metro area,-17.64999961853027,0,-57.21
Main metro area,-38.45999908447266,0,-57.21
Main metro area,-66.26000213623047,1,-57.21
Main metro area,-61.77000045776367,1,-57.21
Other urban area,-78.45999908447266,1,-56.32
Main metro area,-47.61999893188477,0,-57.21
Rural area,-28.29999923706055,0,-40.75
Main metro area,-41.2400016784668,1,-57.21
Other urban area,-59.9900016784668,1,-56.32
Other urban area,-51.97000122070313,0,-56.32
Other urban area,-67.70999908447266,0,-56.32
Main metro area,-45.0099983215332,1,-57.21
Other urban area,-37.58,1,-56.32
Rural area,-60.06000137329102,0,-40.75
Main metro area,-66.15000152587891,1,-57.21
Main metro area,-63.90000152587891,0,-57.21
Main metro area,-64.38999938964844,1,-57.21
Main metro area,-55.84,1,-57.21
Main metro area,-49.25,1,-57.21
Other urban area,-61.56000137329102,1,-56.32
Main metro area,-67.48999786376953,1,-57.21
Other urban area,-45.2,1,-56.32
Other urban area,-57.63000106811523,0,-56.32
Main metro area,-36.58000183105469,1,-57.21
Other urban area,-26.44,1,-56.32
Other urban area,-49.7599983215332,0,-56.32
Other urban area,-25.78,1,-56.32
Other urban area,-26.38999938964844,1,-56.32
Main metro area,-42.02999877929688,1,-57.21
Other urban area,-66.98999786376953,1,-56.32
Other urban area,-78.58000183105469,1,-56.32
Main metro area,-62.61000061035156,1,-57.21
Main metro area,-36.15999984741211,1,-57.21
Main metro area,-45.88000106811523,0,-57.21
Main metro area,-33.36999893188477,1,-57.21
Main metro area,-53.56999969482422,0,-57.21
Other urban area,-90.44999694824219,1,-56.32
Main metro area,-37.11999893188477,0,-57.21
Other urban area,-59.58000183105469,1,-56.32
Main metro area,-31.14999961853027,1,-57.21
Other urban area,-70.90000152587891,1,-56.32
Main metro area,-71.13999938964844,1,-57.21
Other urban area,-47.2400016784668,1,-56.32
Other urban area,-85.34999847412109,1,-56.32
Main metro area,-31.03000068664551,1,-57.21
Main metro area,-49.31999969482422,0,-57.21
Other urban area,-59.36999893188477,1,-56.32
Main metro area,-74.48999786376953,0,-57.21
Other urban area,-47.38,1,-56.32
Main metro area,-48.9900016784668,1,-57.21
Main metro area,-50.29,1,-57.21
Other urban area,-72.62999725341797,0,-56.32
Main metro area,-62.47000122070313,1,-57.21
Other urban area,-10.89999961853027,0,-56.32
Other urban area,-22.82999992370605,1,-56.32
Main metro area,-32,1,-57.21
Rural area,-40.34,1,-40.75
Other urban area,-61.7599983215332,1,-56.32
Main metro area,-63.63000106811523,1,-57.21
Other urban area,-61.90999984741211,1,-56.32
Main metro area,-61.13000106811523,1,-57.21
Main metro area,-39.15999984741211,1,-57.21
Other urban area,-80.01000213623047,1,-56.32
Main metro area,-38.22000122070313,0,-57.21
Main metro area,-35.63000106811523,1,-57.21
Other urban area,-50.41999816894531,1,-56.32
Main metro area,-61.15000152587891,1,-57.21
Other urban area,-32.75,1,-56.32
Other urban area,-64.80000305175781,1,-56.32
Other urban area,-68.5,1,-56.32
Main metro area,-48.24,1,-57.21
Other urban area,-67.72000122070313,1,-56.32
Main metro area,-65.45999908447266,1,-57.21
Main metro area,-6.300000190734863,0,-57.21
Other urban area,-70.30000305175781,1,-56.32
Main metro area,-23.28,1,-57.21
Main metro area,-33.82,1,-57.21
Other urban area,-76.5,1,-56.32
Main metro area,-61.40999984741211,1,-57.21
Main metro area,-63.70999908447266,1,-57.21
Main metro area,-41.70000076293945,1,-57.21
Other urban area,-55.91999816894531,1,-56.32
Other urban area,-65.63999938964844,1,-56.32
Main metro area,-43.33,1,-57.21
Other urban area,-69.70999908447266,1,-56.32
Main metro area,-38.41999816894531,1,-57.21
Rural area,-11.85,1,-40.75
Main metro area,-68.31999969482422,1,-57.21
Main metro area,-40.24,1,-57.21
Other urban area,-68.12000274658203,1,-56.32
Other urban area,-82.84999847412109,1,-56.32
Main metro area,-30.90999984741211,1,-57.21
Main metro area,-51.56999969482422,0,-57.21
Main metro area,-60.72999954223633,1,-57.21
Main metro area,-40.11999893188477,1,-57.21
Other urban area,-64.95999908447266,0,-56.32
Other urban area,-23.95000076293945,0,-56.32
Main metro area,-57.86000061035156,1,-57.21
Main metro area,-43.36999893188477,0,-57.21
Main metro area,-53.95999908447266,1,-57.21
Main metro area,-61.95000076293945,0,-57.21
Other urban area,-63.33000183105469,0,-56.32
Other urban area,-78.44000244140625,0,-56.32
Other urban area,-69.62000274658203,1,-56.32
Other urban area,-65,1,-56.32
Main metro area,-60.20999908447266,1,-57.21
Main metro area,-54.2,1,-57.21
Rural area,-12.01,1,-40.75
Other urban area,-76.77999877929688,1,-56.32
Other urban area,-60.13000106811523,1,-56.32
Main metro area,-64.75,1,-57.21
Other urban area,-65.45999908447266,1,-56.32
Main metro area,-18.92,1,-57.21
Main metro area,-46.63999938964844,1,-57.21
Main metro area,-52.70000076293945,1,-57.21
Other urban area,-73.87999725341797,1,-56.32
Main metro area,-46.11,1,-57.21
Main metro area,-56.45999908447266,1,-57.21
Main metro area,-38.27,1,-57.21
Main metro area,-56.31999969482422,1,-57.21
Other urban area,-70.11000061035156,0,-56.32
Other urban area,-73.16000366210938,1,-56.32
Other urban area,-61.75,1,-56.32
Other urban area,-41.63000106811523,0,-56.32
Other urban area,-73.58000183105469,0,-56.32
Main metro area,-57.13999938964844,1,-57.21
Other urban area,-82.41999816894531,1,-56.32
Other urban area,-74.16999816894531,0,-56.32
Main metro area,-61.34999847412109,0,-57.21
Other urban area,-40.81999969482422,1,-56.32
Main metro area,-66.45999908447266,0,-57.21
Main metro area,-48.11000061035156,0,-57.21
Main metro area,-53.84999847412109,1,-57.21
Main metro area,-59.65000152587891,1,-57.21
Main metro area,-62.83000183105469,1,-57.21
Main metro area,-59.66999816894531,0,-57.21
Main metro area,-57.47999954223633,1,-57.21
Other urban area,-46.75,0,-56.32
Main metro area,-68.27999877929688,1,-57.21
Main metro area,-62.4900016784668,1,-57.21
Main metro area,-59.18999862670898,1,-57.21
Other urban area,-38.79000091552734,0,-56.32
Main metro area,-72.13999938964844,1,-57.21
Main metro area,-64.01999664306641,1,-57.21
Main metro area,-69.93000030517578,1,-57.21
Main metro area,-59.2599983215332,1,-57.21
Main metro area,-71,0,-57.21
Other urban area,-65.33000183105469,0,-56.32
Other urban area,-65.66000366210938,0,-56.32
Main metro area,-42.56999969482422,1,-57.21
Main metro area,-39.85,1,-57.21
Main metro area,-38.61999893188477,0,-57.21
Main metro area,-55.31,1,-57.21
Main metro area,-59.38999938964844,1,-57.21
Main metro area,-37.45999908447266,0,-57.21
Main metro area,-65.87000274658203,0,-57.21
Main metro area,-61.72000122070313,0,-57.21
Main metro area,-62.36999893188477,1,-57.21
Other urban area,-64.40000152587891,0,-56.32
Main metro area,-59.20000076293945,1,-57.21
Main metro area,-27.6299991607666,1,-57.21
Other urban area,-80.86000061035156,1,-56.32
Main metro area,-49.15999984741211,1,-57.21
Main metro area,-68.73999786376953,1,-57.21
Other urban area,-58.22999954223633,0,-56.32
Rural area,-55.22000122070313,0,-40.75
Main metro area,-46.18000030517578,1,-57.21
Other urban area,-57.22999954223633,0,-56.32
Main metro area,-65.56999969482422,1,-57.21
Other urban area,-61.54999923706055,1,-56.32
Other urban area,-54.77000045776367,1,-56.32
Main metro area,-30.76000022888184,1,-57.21
Main metro area,-6.099999904632568,1,-57.21
Main metro area,-57.47000122070313,0,-57.21
Main metro area,-65.45999908447266,0,-57.21
Main metro area,-42.59999847412109,1,-57.21
Other urban area,-65.06999969482422,1,-56.32
Main metro area,-68.73999786376953,1,-57.21
Other urban area,-58.65999984741211,1,-56.32
Main metro area,-57.06000137329102,1,-57.21
Main metro area,-16.56999969482422,1,-57.21
Other urban area,-87.62000274658203,0,-56.32
Other urban area,-84.27999877929688,0,-56.32
Main metro area,-80.09999847412109,0,-57.21
Main metro area,-66.94000244140625,0,-57.21
Other urban area,-39.13999938964844,1,-56.32
Other urban area,-38.65999984741211,1,-56.32
Main metro area,-19.70999908447266,0,-57.21
Main metro area,-50.52000045776367,0,-57.21
Main metro area,-67.11000061035156,1,-57.21
Rural area,-54.40000152587891,1,-40.75
Main metro area,-72.55000305175781,1,-57.21
Main metro area,-68.76999664306641,0,-57.21
Other urban area,-70.58000183105469,0,-56.32
Main metro area,-53.95999908447266,1,-57.21
Main metro area,-69.63999938964844,1,-57.21
Main metro area,-70.16999816894531,0,-57.21
Main metro area,-48.66999816894531,0,-57.21
Main metro area,-70.08000183105469,0,-57.21
Other urban area,-67.19999694824219,0,-56.32
Main metro area,-64.88999938964844,1,-57.21
Main metro area,-57.79000091552734,1,-57.21
Main metro area,-51.97999954223633,1,-57.21
Main metro area,-61.65999984741211,0,-57.21
Main metro area,-54.29000091552734,0,-57.21
Main metro area,-22.79999923706055,0,-57.21
Other urban area,-58.36999893188477,1,-56.32
Rural area,-37.81000137329102,1,-40.75
Other urban area,-59.09000015258789,0,-56.32
Other urban area,-48.29000091552734,1,-56.32
Rural area,-34.84000015258789,0,-40.75
Main metro area,-27,0,-57.21
Rural area,-44.33000183105469,0,-40.75
Other urban area,-32.20999908447266,0,-56.32
Main metro area,-65.44999694824219,0,-57.21
Other urban area,-25.92000007629395,0,-56.32
Main metro area,-58.04000091552734,0,-57.21
Other urban area,-69.09999847412109,1,-56.32
Other urban area,-22.42000007629395,0,-56.32
Other urban area,-14.92000007629395,1,-56.32
Other urban area,-62.7599983215332,1,-56.32
Main metro area,-26.95999908447266,1,-57.21
Main metro area,-65.01000213623047,1,-57.21
Main metro area,-60.61000061035156,1,-57.21
Other urban area,-75.08000183105469,1,-56.32
Main metro area,-60.02000045776367,0,-57.21
Main metro area,-71.51999664306641,0,-57.21
Main metro area,-68.44000244140625,1,-57.21
Other urban area,-78.47000122070313,0,-56.32
Main metro area,-71.91999816894531,0,-57.21
Main metro area,-65.59999847412109,1,-57.21
Main metro area,-63.54999923706055,1,-57.21
Other urban area,-31.56999969482422,0,-56.32
Other urban area,-62.22000122070313,1,-56.32
Main metro area,-57.43999862670898,1,-57.21
Main metro area,-71.54000091552734,1,-57.21
Main metro area,-60.72999954223633,1,-57.21
Other urban area,-29.25,0,-56.32
Main metro area,-25.14999961853027,1,-57.21
Other urban area,-41.95000076293945,1,-56.32
Main metro area,-60.22000122070313,0,-57.21
Other urban area,-62.52999877929688,0,-56.32
Main metro area,-45.29999923706055,0,-57.21
Main metro area,-44.40999984741211,0,-57.21
Main metro area,-64.81999969482422,1,-57.21
Main metro area,-57.25,0,-57.21
Main metro area,-65.38999938964844,0,-57.21
Rural area,-34.38000106811523,1,-40.75
Other urban area,-45.52000045776367,1,-56.32
Other urban area,-41.20000076293945,1,-56.32
Other urban area,-72.01999664306641,1,-56.32
Other urban area,-64.90000152587891,1,-56.32
Main metro area,-16.40999984741211,1,-57.21
Other urban area,-53,1,-56.32
Other urban area,-68.30999755859375,1,-56.32
Main metro area,-57.77999877929688,0,-57.21
Other urban area,-66.81999969482422,1,-56.32
Other urban area,-57.97999954223633,1,-56.32
Other urban area,-69.91000366210938,0,-56.32
Main metro area,-73.55000305175781,1,-57.21
Main metro area,-63.54999923706055,0,-57.21
Main metro area,-61.13999938964844,1,-57.21
Other urban area,-62.47999954223633,1,-56.32
Main metro area,-39.33000183105469,1,-57.21
Main metro area,-38.18999862670898,0,-57.21
Rural area,-27.29999923706055,0,-40.75
Main metro area,-66.51000213623047,1,-57.21
